29	    0.877959    1.348462    2.148499    3.516840    5.432625    8.295584   32.960789   43.977188   50.148273   46.315842
290	    0.483810    0.767251    1.603598    3.324994    4.640861    5.188017    5.537641    4.066267    1.823954    0.438825
291	    0.773311    1.321733    3.150034    7.697606   11.458435   15.877450   23.075592   23.121778   10.318456    2.460848
292	    0.277952    0.384902    0.665817    1.133148    1.804013    2.839452    3.048497    1.882065    0.668526    0.119353
293	    0.851795    1.424779    3.188473    7.795614   11.309024   15.750250   21.556381   21.522757    9.519243    2.258124
294	    0.600912    0.904965    1.869653    3.329631    4.348151    5.575056    7.168962    5.541112    2.825394    0.821167
3	    0.962586    1.440978    2.211696    3.347015    4.770564    6.715779    8.606565    9.119226    8.855408    9.463449
30	    0.155288    0.215805    0.342887    0.577478    0.905513    1.215403    1.230190    0.850441    0.340541    0.071170
318	    0.281954    0.450480    1.278508    1.773452    2.111116    9.698821   10.431089    7.636775    3.554463    0.907837
319	    1.307834    2.154976    4.743363    8.426058   13.005094   19.048628   28.830761   29.470228   15.460485    4.731274
320	    1.181726    1.943916    4.458621    9.636015   14.745580   21.854296   33.011894   33.732784   18.500340    6.037676
321	    0.690321    1.026128    1.631309    2.562207    3.475291    4.363873    4.494178    3.018693    1.266776    0.282889
322	    0.446424    0.686680    1.208785    2.012928    3.924447    6.043584    7.180259    4.972376    2.138595    0.493492
323	    0.520358    0.747148    1.158199    2.080717    3.462631    7.370379    8.889977    6.305611    2.809309    0.676847
324	    1.307834    2.154976    4.743363    8.426058   13.005094   19.048628   28.830761   29.470228   15.460485    4.731274
325	    0.674588    1.024891    1.929186    3.029110    4.110429    5.243759    6.778152    5.214645    2.682805    0.793161
326	    0.510312    0.796029    1.468083    2.289525    3.151377    3.958970    4.513725    4.034645    2.544613    1.121058
327	    0.320962    0.494139    0.940411    1.573101    2.119238    3.116990    3.735032    3.280754    1.818887    0.594121
328	    0.454587    0.723325    1.267694    2.194849    3.046262    3.827480    4.318624    3.788825    2.437868    2.129773
329	    0.371784    0.603537    1.291323    2.155464    2.782930    9.466104   13.927877   14.035091    6.955994    1.930911
33	    1.225790    1.936110    3.502576    5.765438    8.038421   22.465719   29.825888   29.458925   14.803169    4.240784
331	    0.264455    0.410826    0.701979    1.187652    1.911541    7.539907   10.376851   10.844911    5.180787    1.362849
332	    0.260713    0.478076    1.481448    2.550206    3.287127   12.422806   17.183607   18.445606    9.920599    3.087264
333	    0.386207    0.661150    1.940199    3.462185    4.681296    9.895193   14.914384   15.694931    8.479033    2.669682
334	    0.510312    0.796029    1.468083    2.289525    3.151377    3.958970    4.513725    4.034645    2.544613    1.121058
335	    0.140136    0.269551    0.808661    1.305154    1.754606    4.305988    4.974061    4.353810    2.372863    0.758287
336	    0.140136    0.269551    0.808661    1.305154    1.754606    4.305988    4.974061    4.353810    2.372863    0.758287
337	    0.140136    0.269551    0.808661    1.305154    1.754606    4.305988    4.974061    4.353810    2.372863    0.758287
338	    0.513262    0.792393    1.368365    2.125265    2.966101    3.737904    4.280019    3.882853    2.322527    0.850080
339	    0.289774    0.479313    1.017636    1.863009    2.802097    3.668479    4.503229    5.127532    6.020042    5.630373
34	    0.769511    1.100823    1.542862    2.122880    2.806509    3.491308    3.654992    3.315036    2.314296    1.223633
340	    0.289828    0.446464    0.763797    1.158613    1.569722    2.006271    2.283114    2.062577    1.419520    1.355382
341	    0.489361    0.808635    1.838992    3.179804    4.643579    8.210324   11.015710   11.796123    6.558585    2.138018
342	    0.105927    0.207441    0.474843    0.853188    1.735127    8.810121   11.736898   12.013392    5.560703    1.400334
343	    0.598703    0.941624    1.934929    3.609431    4.714394   16.385233   22.773277   21.902145   10.544921    2.840393
